IMEI,bankSMSNum, motorVehiclesAPPNum,financialAPPNum,stockAPPNum,ContactsCircleSize,cross-regionalBehavior,abroadBehavior,shoppingSitesNum,ITSitesNum,dinningSitesNum,houseSitesNum,healthSitesNum,financialSitesNum,travlSitesNum,sportsSitesNum, motorVehicleSitsNum,newsSitsNum,socialSitsNum,entertainmentSitsNum,recruitSitsNum,educationSitsNum,otherSitsNum,webgameSitsNum
76e025a2afebbd1e982195008c525f17,0,0,0,0,39,∑Ò,∑Ò,19,66,0,0,0,0,0,0,0,0,0,0,0,0,0,21
16b950331cdf603668d3def3163b88e8,0,0,0,0,26,∑Ò,∑Ò,6,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0
09908b7dd93540833475945d579f4c06,0,0,0,0,38,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37dd64e10388599740392e0d1b7e8950,2,0,0,0,21, «,∑Ò,616,3205,0,0,0,33,24,0,4,1814,0,34,0,26,0,175
ef89bc125539be5060c855a056caf3c1,0,0,0,0,9,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ca4844f4284ebceefc3c6159cdf75a8,0,0,0,0,26,∑Ò,∑Ò,1906,703,0,0,0,0,0,0,0,56,0,9,0,0,0,127
6b7b1396708c399d0d2d3eba7b87742e,0,0,0,0,6,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ca379ce36b5bb56a64587786dee9e3b4,0,0,0,0,29,∑Ò,∑Ò,0,157,0,0,0,29,0,0,0,0,0,15,0,0,0,0
f7909298d942f85420c690945648e7c5,0,0,0,0,9, «,∑Ò,582,296,0,0,0,0,274,0,0,0,0,234,0,31,0,63
6331fad19a8dc4ef48e88dc522130b94,0,0,0,0,0, «,∑Ò,595,1254,0,2,0,101,5,10,0,64,6,1,0,1,0,123
da7fd053b427524b06f2aa69106f8f27,0,0,0,0,11,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4ddf7809841014074f049561e31cf2f,0,0,0,0,8,∑Ò,∑Ò,81,51,0,0,0,0,0,0,0,1,1,0,0,20,0,7
bad164759d15fe3ce6b52439005d2a20,0,0,0,0,17, «,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7e0a47075778f01c5ca339e6fb86bdf6,0,0,0,0,17,∑Ò,∑Ò,255,119,0,0,0,0,0,0,0,0,0,0,0,0,0,28
839de37a61e81b10b943fc2677e72875,0,0,0,0,69, «,∑Ò,398,1023,0,0,0,211,175,0,0,961,0,0,0,1,0,95
b551d7045e101f7cf5c6b9de02a02f11,0,0,0,0,20,∑Ò,∑Ò,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f6b2974c902e939d780676e4a51ea62,0,0,0,0,46,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f3e6f98ff74b49fe0ad9d1ce58b4eaa7,0,0,0,14,49,∑Ò,∑Ò,30013,908,0,0,89,348,0,0,0,0,27,0,0,29,0,98
01f188d1a1453946cb0464ee772ba096,0,0,0,0,126,∑Ò, «,208,215,0,0,0,0,2,0,0,42,0,0,0,0,0,33
a2998e68ed023786d7ec7efd721d8b22,0,0,0,0,57,∑Ò,∑Ò,669,1293,0,0,0,0,0,0,0,7,4,26,0,0,0,479
ba2095a31b46b9d808994e61d0398076,0,0,0,0,11,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90499bb517163956896a2c4369a9c407,0,0,0,0,163, «,∑Ò,3,321,0,0,0,375,0,0,0,11,32,0,0,0,0,2
79f800e24e32ce099c9f655d0a2a4811,0,0,0,0,150,∑Ò,∑Ò,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9cbd6a7d80c9a1ecb468857d408953d6,0,0,0,0,11,∑Ò,∑Ò,0,463,0,0,0,6,0,0,0,3,0,0,0,0,0,1
a1a1c85185f71997c3c9c616e0f8369c,0,0,0,0,147, «,∑Ò,598,3446,0,85,0,0,0,0,19,0,11,0,0,86,0,14
1251829b64d98f73df20ffa8fd909d0c,0,0,0,0,4, «,∑Ò,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fadfa3e2b7b761b99633e8045ea62c8,0,0,0,0,53, «, «,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97a4bd5a91d3e75f6f351da6bfb6bd9a,0,0,0,0,134,∑Ò,∑Ò,300,181,0,3,0,3,0,0,3,77,7,0,0,5,0,247
a9a284367eee26d1419a027afb678504,0,0,0,0,115, «,∑Ò,1,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0ec8f7da0261ab24d5f4d418f41509bb,0,0,0,0,44, «,∑Ò,5,155,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ac6f77970901fd3dd029e3a20f0de1a7,0,0,0,1,0,∑Ò,∑Ò,2088,927,0,0,8,5,8,0,0,19,1,175,0,17,0,306
5937ad9d02fcc3fc34ae9db84e54b202,0,0,0,0,24,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb4926c37fb4cd45b5187500089ac628,0,0,0,0,84,∑Ò,∑Ò,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1d76b852a852fcd0e8516b182a1bed7e,0,0,0,0,19,∑Ò,∑Ò,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d16e86037fecdb4630095416399022bc,0,0,0,0,90, «,∑Ò,393,34,0,0,0,0,0,0,0,6,0,0,0,0,0,8
0a14ef31c33dbc470b3d2810c2061ff6,0,0,0,0,0,∑Ò,∑Ò,1099,657,0,0,0,0,5,0,21,20,0,0,0,41,0,248
fe96c9c609219348d112029ba30467b9,0,0,0,0,29, «,∑Ò,2051,705,0,0,0,41,193,0,0,64,0,27,0,8,0,9
13564905cf33ce35c051dd0ce84a57b0,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234cfd0970260bd15cbd3d9560cfe531,0,0,0,272,84, «,∑Ò,2365,528,0,145,0,255,0,14,22,23,273,10,0,288,0,414
bfadd71710ab9f2dab91fd0462a9cedc,0,0,0,0,27,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be6d098c09696c8bd6d7859a9575b77f,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06a30fc18ee6760659f12681a870df93,0,0,0,914,12,∑Ò,∑Ò,26,1156,0,0,0,1022,0,0,0,67,0,0,0,0,0,7
527c2eb16233c0f46e0749aef95542b6,0,0,0,0,0, «,∑Ò,103,2640,0,0,0,597,7,0,0,4,38,0,0,0,0,0
c0a5690987b84f6002e8e7d01202538f,0,0,0,1169,0,∑Ò,∑Ò,1592,1291,1,0,919,1165,0,59,0,118,1,0,25,5,0,80
adda5151198df851fa2e78a221d8b4e9,8,0,0,0,118,∑Ò,∑Ò,3,108,0,19,0,0,0,0,0,0,0,0,0,0,0,4
e87ceb9accf95128929bd2d8acaf1963,4,0,0,0,0, «,∑Ò,1545,816,0,1,10,1765,1,0,9,927,2,0,84,277,0,280
6c97a5fadad245fb3db342a95da5e61b,0,0,0,0,12,∑Ò,∑Ò,149,210,0,0,0,0,0,0,0,14,0,0,0,0,0,28
038df110cfd8284fac9aea4d7fba1aa1,0,0,0,0,0,∑Ò,∑Ò,1397,565,0,0,0,3,0,0,0,10,1,0,0,204,0,28
1870812e0417c9b98b6278ac2dcfe8de,0,0,0,9,34,∑Ò,∑Ò,8,5,0,0,0,9,0,0,0,0,0,0,0,0,0,1
158b6054fc735dff8af00b7c4317e7e6,0,0,0,0,140, «,∑Ò,815,989,0,2,0,0,0,0,0,0,1,0,0,0,0,109
05258428b6291251da9ebc0b94595e03,0,0,0,0,4, «, «,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f782b1c6ed3b2e0f09c4996053c95f54,0,0,0,0,0,∑Ò,∑Ò,2911,3659,0,0,65,2,1,1,0,57,4,36,0,688,0,129
6b8a9ba23c059180cf60fc21a1e09740,0,0,0,0,0, «,∑Ò,1192,1205,0,0,0,164,541,0,19,4,95,0,0,15,0,51
87586d8149bf5ab70f4d625a12da4304,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20dd75feb129e41fe5f764e12dab333,0,0,0,0,22, «,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a977d93ea9d89ca933059da7c299bade,0,0,0,0,3,∑Ò,∑Ò,21,1009,0,0,0,0,38,0,0,0,0,0,0,0,0,5
1271de6ad40f5a1a7caa04df6aa5dcce,0,0,0,0,68, «,∑Ò,85,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23becdab3917567b444c3fd35abc9d5c,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f739d79d88a4c3ab46c6536321f07cab,0,0,0,0,22,∑Ò,∑Ò,2562,750,0,1,2,1,40,0,0,139,3,148,0,4,0,1289
e8956b2649a0701b2a17afaee028df06,0,0,0,0,22,∑Ò,∑Ò,2050,2976,0,0,0,51,53,0,0,1,2,238,0,0,0,48
4d688b40cd94f26b02693f526d327e97,0,0,0,0,0,∑Ò,∑Ò,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
64b7c143d38fc9dfda60ff1a37725f40,0,2,0,0,0,∑Ò,∑Ò,832,3263,0,0,0,58,0,0,1,363,30,0,0,104,0,31
1e8d4b3114d9954049bf324c2bed9b6a,0,0,0,0,31,∑Ò,∑Ò,2972,536,0,0,36,107,190,0,0,208,26,25,0,44,0,938
30465b135ec4c38ab75dced1ceb81ccb,0,0,0,16,7,∑Ò,∑Ò,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3
e49750c04087bafe5c585253b7ae6e8c,0,0,0,0,53, «,∑Ò,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a10541f8777db587f2f4764d6c1c2f8,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de17a473adab9927e100f00be239bc63,0,0,0,0,47,∑Ò,∑Ò,462,1734,0,25,0,2560,0,0,10,2,1,8,0,0,0,37
3d4c6f2d774b57c2a73be951df71faca,0,0,0,0,20,∑Ò,∑Ò,189,2232,0,0,0,0,0,0,0,2,0,0,0,0,0,7
00a999cc7f8189b01d11abda08019f7e,0,0,0,0,1,∑Ò,∑Ò,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,1
072bbf16bd7332438c1facac2b1f5298,2,0,0,0,37, «,∑Ò,146,179,0,0,0,6,0,0,0,0,0,0,0,0,0,36
4156ce93723a547d47967aaf2d9d0ccd,0,0,0,0,0, «,∑Ò,192,111,0,0,0,0,81,0,0,0,3,5,0,0,0,7
ef9269b1a4cf0f9a2b685308ae5b2842,0,0,0,0,9,∑Ò,∑Ò,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f42e04a80ba28595725d21f90a3031d4,0,0,0,0,10,∑Ò,∑Ò,117,35,0,0,0,0,0,0,0,3,0,0,0,6,0,1
38f6f127d1b1850babab88845e4e33b6,0,0,0,0,0,∑Ò,∑Ò,237,175,0,0,0,0,0,0,0,45,0,0,0,0,0,2
1db4202ba99b14bf69b17443266131f0,22,0,0,239,63,∑Ò,∑Ò,18,342,0,0,0,280,0,0,6,88,0,0,0,0,0,8
3d148ac7b0c2a679ffc5624bbd5c7594,0,0,0,0,23,∑Ò,∑Ò,222,313,0,0,0,0,0,0,0,50,0,9,0,0,0,294
b04576729815e7d469ad3443dd2c4daa,0,0,0,0,129,∑Ò,∑Ò,1260,1086,0,0,18,6,1,0,30,88,15,2,0,43,0,32
e2f5073fc00733232dab12a8890f8158,0,0,0,0,69,∑Ò,∑Ò,838,2673,0,0,40,10,0,0,684,50,0,5,0,2,0,188
b65e6aa9661b199f426813a4667b22de,0,0,0,0,108, «,∑Ò,335,1025,0,0,39,0,11,0,0,1539,0,0,0,0,0,1413
a26904decc0d7a57cdb5c749cf49df53,0,0,0,0,69,∑Ò,∑Ò,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
b9f73062998765eeb821f0094e5b6e6c,0,0,0,138,65, «,∑Ò,322,255,0,0,0,126,4,15,0,0,0,4,0,5,0,12
3980e50c7ed7528c027bf0442d830a99,0,0,0,0,101, «,∑Ò,112,447,0,0,0,0,0,0,0,25,0,0,0,0,0,119
1b44d2e6a53e126e9f5fd3444dedc73f,0,0,0,0,33, «,∑Ò,583,536,0,0,0,0,0,0,0,19,0,0,0,0,0,178
e737366b15685f632280483ad1c751df,0,0,0,0,64,∑Ò,∑Ò,208,260,0,0,0,0,0,0,0,16,0,0,0,0,0,1031
86fdef44bb740f246dae68aaa5f25507,0,0,0,0,25, «,∑Ò,47,65,0,0,0,0,0,0,0,32,0,0,0,0,0,4
f0a5ad8b0b01e83082309c996e14c135,0,0,0,0,10,∑Ò,∑Ò,878,8004,0,55,0,6,6,0,0,252,29,6,0,97,0,939
417094ea249b6a7494865dc3737b84fe,0,0,0,0,0,∑Ò,∑Ò,229,2719,0,0,0,168,405,0,0,24,35,154,0,496,0,34
a4c7ee271e74cf6e4d934288f055d0e5,0,0,0,0,14,∑Ò,∑Ò,2320,2068,0,0,0,0,3,0,0,482,0,0,0,0,0,5
1885586aab919f82b017450d9f52be7a,0,0,0,0,8,∑Ò,∑Ò,573,305,0,0,0,0,0,0,0,2,0,0,0,38,0,633
f506e275916b21c09473eacf3f3610d3,0,0,0,0,36,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d51c7ac71ff8a357568495578b3a9e8,0,0,0,0,34, «,∑Ò,67,191,0,0,11,0,0,0,0,0,0,0,0,0,0,17
e0e2cfe0dbb85027684f86d2c4e0c6a6,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9014f9c8228fb692c107cec9c88ea9f2,0,0,0,0,95, «,∑Ò,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
d276b8ff3074959998235d50a172418e,0,0,0,0,9, «,∑Ò,99,235,0,0,0,0,0,0,0,25,0,0,0,5,0,21
9b7a84834008c36672458092f09a6046,0,0,0,0,62,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e64dd211dd9aa09c04c499ab704a1a4e,0,0,0,0,37,∑Ò,∑Ò,1841,6126,0,1982,0,4,0,0,0,24,597,0,0,221,0,471
0ed7ddecb784f4c17d11786725fc2c1b,0,0,0,0,32, «,∑Ò,39,2014,0,0,0,0,0,0,0,110,0,0,0,0,0,2
b874199584ada657e1026894842d050a,0,0,0,0,6,∑Ò,∑Ò,2662,1189,0,0,0,0,0,0,0,24,0,8,0,0,0,293
34f7dc4a7bc5e8aa87952ffa332dcaf7,40,0,0,285,6,∑Ò,∑Ò,0,211,0,0,0,564,0,0,0,0,0,0,0,33,0,0
ef7d65932eb1cb46757e06660e184b34,0,0,0,270,21, «,∑Ò,35,295,0,0,0,281,0,0,5,350,0,0,0,0,0,6
f29c6cf50ee065c1e1e8bc94e520f79d,16,0,0,0,13, «,∑Ò,517,2270,0,0,1,0,0,0,0,58,2,7,0,3,0,216
266acd963345779105004c02a6fbb737,0,0,0,0,0,∑Ò,∑Ò,0,199,0,0,0,0,0,0,0,0,12,0,0,0,0,1
aa79d9ecc7f813f6e4eb0b75c57f1b31,22,0,0,0,46, «,∑Ò,758,1005,0,0,0,0,0,0,0,0,1,0,0,57,0,15
b3808555177ff457fde6838884f52b68,0,0,0,0,14,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606e6883886f3ec37599bbc13ff6f92c,0,0,0,0,20,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18cc70660dda48dfde4ef9e56a0dd53b,0,0,0,0,18, «,∑Ò,1613,1040,0,0,1,1,0,0,0,0,0,349,0,207,0,37
a471c12cc1a8da30828a7e789b4d2ff9,0,0,0,0,64, «,∑Ò,707,815,0,0,0,0,0,0,0,559,61,3,0,0,0,83
82b3d19fe2dddf3b692a98ac1920fe3c,0,0,0,0,279,∑Ò,∑Ò,582,296,0,0,0,0,0,0,0,3,0,0,0,0,0,721
fc51292305e8e61ef8e53f6a4beaac78,8,0,0,0,21,∑Ò,∑Ò,2272,5679,0,0,35,15,0,0,0,147,0,0,0,31,0,1251
233681a3aaa6826cda6905902a20d022,0,0,0,0,29, «,∑Ò,2517,3640,0,0,0,42,0,0,32,0,12,0,0,7,0,299
922dbd4c5e5a7bd5b9c94120e607fdc9,0,0,0,0,68,∑Ò,∑Ò,128,1515,0,0,0,2,288,0,0,0,21,0,0,8,0,9
db4384ced8c86a20d0c11a270804e681,0,0,0,0,6, «,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c855f195562496067f37c8c955f2914,0,0,0,0,32,∑Ò,∑Ò,18307,6013,0,1,66,200,114,0,5,182,195,11,0,1892,0,674
71aed70abe61a16f08ac6e8c7aca89c4,0,0,0,0,39, «,∑Ò,425,531,0,6,0,27,35,0,0,6,2,137,0,42,0,101
fb7067f5a492d7c761eeda775270aa23,0,0,0,0,38, «,∑Ò,6120,2913,0,0,0,17,0,0,0,441,1,0,0,0,0,114
2168443e366fa27efda75655fd9b368c,64,0,0,0,0,∑Ò,∑Ò,2936,492,0,11,0,0,0,0,0,9,0,3,0,736,0,144
acca50d1b973e189f9a5bd0729a50253,0,0,0,0,30,∑Ò,∑Ò,1701,274,0,0,54,8,0,0,0,9,1,0,0,0,0,90
4e72f29ea41c635e4d6288bc603bde25,2,0,0,166,49, «, «,95,1093,0,0,0,459,0,1,0,16,0,0,0,29,0,53
530278e56280997e991e5984e86e1352,16,0,0,0,24,∑Ò,∑Ò,1182,1168,0,0,0,19,1,0,0,143,18,11,0,5,0,264
42ec55d6f059ca1cee39b37960c67f71,0,0,0,0,0,∑Ò,∑Ò,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e57ff6243a9e0238ebecf3247c076b8b,0,0,0,0,49, «,∑Ò,51,25,0,0,0,13,0,0,0,21,0,1002,0,0,0,11
a4357a672e92a287cfa27da838bf152c,0,0,0,0,1,∑Ò,∑Ò,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a497c3355fde698f06a630bf19bdd41e,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7ca2d9e21ef12bdb01879d3e2bad997,0,0,0,0,31, «,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e34dfadb2dd935f1639857381bee8e72,0,0,0,0,0,∑Ò,∑Ò,2007,971,0,48,0,16,180,8,12,72,1,117,0,34,0,25
badbe50eebb1f5e54be62526072dfba3,0,0,0,0,15,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f0b67822e9708f9f0b6908cf5cffde2,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a11216b92b0152517d6d4a78e484d0e,0,0,0,0,31, «,∑Ò,48,331,0,0,0,0,0,25,0,0,0,0,0,0,0,18
5e108ca853f8cb33844e264609ddd0f3,0,0,0,0,225, «,∑Ò,8098,3201,0,634,0,353,394,0,59,285,40,20,0,214,0,1594
c49951d4fd704062ad49734642e2621f,0,0,0,202,0,∑Ò,∑Ò,252,69,0,0,0,365,0,0,0,0,0,14,0,0,0,9
1c1a68f268638a742951d9081e25ee00,0,0,0,0,38, «,∑Ò,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3
52286f1874405f80f8144edb0db5757b,0,0,0,0,0, «,∑Ò,53,539,0,0,0,0,0,1,1,0,0,0,0,0,0,0
96b557c2b52d42aa10f0d12c6be3dd7f,0,0,0,4,70, «,∑Ò,179,88,0,0,0,1625,47,0,0,13,15,0,0,0,0,5
7ac5264b00bcb2cb79edff512a4c55c1,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77ed2ae8d9e7d257b7c3dc97c81449d1,0,0,0,0,0,∑Ò,∑Ò,850,5573,0,0,0,0,0,0,0,0,0,0,0,0,0,3
d411f844fae784902a059faaec29b959,0,0,0,0,0,∑Ò,∑Ò,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa3a93f39ecd85c9152040e0ea49d3fd,0,0,0,0,0,∑Ò,∑Ò,104,58,0,0,0,6,0,0,1,19,35,0,0,0,0,19
875b66a033a4dc47d830bd7abbab7836,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cbb401f53c389fc4c9f08d276a5bc92,0,0,0,0,3,∑Ò,∑Ò,3429,2146,0,0,0,0,0,0,0,43,5,11,0,118,0,758
fb1eee05408022c333851c3002ed6abb,0,0,0,0,63,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75df75036617af1f6ce79adcda8def4f,0,0,0,0,0,∑Ò,∑Ò,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4475ae43b14df38fc6d770a3fd755b23,0,0,0,0,0,∑Ò,∑Ò,138,133,0,0,0,0,0,0,0,8,7,0,0,0,0,13
e0de526b093f4ef1293f06caafe619f0,0,0,0,0,0, «,∑Ò,9,49,0,0,0,0,9,0,0,0,0,0,0,0,0,21
ca2fdead580df5c9d7af0cd47f6985d4,0,0,0,0,0,∑Ò,∑Ò,202,1020,0,9,0,0,0,0,0,13,0,1,0,0,0,77
2ae259c91e946c7585a65efbbf010c1a,0,0,0,0,29,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1d5c72f794a0b1f5ff8919194be8e33,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c48ff46435ed6f8c4580b85f83289cfb,0,0,0,0,23,∑Ò,∑Ò,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9d1f02b1fbc50495a499120445e763bb,0,0,0,0,8, «,∑Ò,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5
734a548e5e08d80731e123829f68926c,0,0,0,0,0,∑Ò,∑Ò,95,961,0,0,0,64,0,0,0,1,4,0,0,0,0,7
271f084f8b6b98fd2bee69d20ba5480b,2,0,0,0,26,∑Ò,∑Ò,878,326,0,0,0,0,0,0,1,32,34,0,0,9,0,355
f473d12a7757914e69e377b2f680987e,0,0,0,0,0, «,∑Ò,946,1608,0,11,0,6,17,0,2,240,58,5,0,32,0,135
7753d428e7d6a43a099884c1fdb637cb,4,0,0,0,141, «,∑Ò,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4fe0bf5e2b3124ce6f265185c1f264b,0,0,0,0,62, «,∑Ò,16,153,0,0,0,0,0,0,0,59,0,3,0,0,0,6
b4352aeeeabe8174e11c26bb868b7299,2,0,0,0,24,∑Ò,∑Ò,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,11
304ad2349f96691a9d902194064600e0,0,0,0,0,26, «,∑Ò,30,68,0,0,0,0,0,0,0,67,0,0,0,0,0,6
b29abc91d1bbbf96435f3bf3526d9b48,0,0,0,0,0,∑Ò,∑Ò,117,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ae57396dfc9c3c58c45de8674d585c43,0,0,0,2,57,∑Ò,∑Ò,198,130,0,1,0,2,0,0,0,6,0,0,0,7,0,20
56ce37f0be134a04f860ff9e0f756b32,0,0,0,0,0,∑Ò,∑Ò,355,1668,0,50,0,52,0,0,46,8,0,0,0,0,0,16
4e263df541e26d00720c2009e5309273,0,0,0,112,47,∑Ò,∑Ò,26,78,0,0,0,72,0,0,0,0,0,0,0,0,0,4
dbbac790f06a8983369c500313cf573e,0,0,0,0,10,∑Ò,∑Ò,1102,1018,0,18,0,0,0,0,156,226,15,26,0,19,0,1223
66b92516d3107b3f3102b906f0e01338,0,0,0,0,9,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c706caed8b72693262904f1be3dba0a,0,0,0,0,1,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81718859c1e326246f2333ae053cde47,32,0,0,0,6,∑Ò,∑Ò,876,172,0,0,0,0,0,0,0,0,53,2,0,0,0,41
2513e187c64cc3e38f4da3e0312b4d83,2,0,0,0,85, «,∑Ò,170,32,0,63,0,0,0,0,0,1,0,0,0,0,0,49
b161e046d10b365620b4657389e09e0e,0,0,0,0,139, «, «,145,689,0,0,0,2,0,0,12,1,0,0,0,0,0,0
22d693f6ab8e424ce7c303e62453d327,38,0,0,4,92, «,∑Ò,375,1837,0,0,0,1682,85,0,11,34,0,199,0,122,0,28
1fed446b454ca00d41cbb92cf93735d9,26,0,0,0,113, «,∑Ò,1059,888,0,0,0,33,27,0,0,13,0,0,0,7,0,9
db3a9d903cbe7cb4c785fbf2979d6735,0,0,0,0,50,∑Ò,∑Ò,415,365,0,0,0,1,0,0,0,4,13,0,0,56,0,12
bfc0309e40e4c350977b09aa086543a3,0,0,0,0,0,∑Ò,∑Ò,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb1975039e4e669febac40fb8cb26907,0,0,0,0,26,∑Ò,∑Ò,671,272,0,0,0,33,0,0,0,7,0,0,0,3,0,122
bf7804ba5d776503f42a52ed77ae20ac,0,0,0,0,32,∑Ò,∑Ò,6,729,0,0,0,0,0,0,0,0,7,0,0,0,0,62
c45b40666c4cc7fe6cb3837f2a198dca,0,0,0,0,0,∑Ò,∑Ò,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf9e8b275dde45bd9ba6495fddcab67c,0,0,0,0,0,∑Ò,∑Ò,114,859,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2b2e7f6650ea444475a37a8ce19103be,0,0,0,0,0,∑Ò,∑Ò,1486,264,0,0,0,7,0,0,1,50,1,0,0,0,0,19
b341e026a9d127bab7ee1b082f8185f7,0,0,0,0,0, «,∑Ò,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e793dfa61a5f08754266748028d2a2a3,0,0,0,0,15,∑Ò,∑Ò,87,3033,0,0,0,12,0,0,0,0,0,0,0,0,0,0
a3574cee2fdbde0149ef1a3fc6536842,0,0,0,0,0,∑Ò,∑Ò,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
418b42d7837c4f4b361fb1dd53ebe932,0,0,0,0,100, «,∑Ò,1006,88,0,0,0,30,1,0,0,12,0,0,0,12,0,10
402e53a8af548c6f1a930d71aca29b9a,0,0,0,0,82, «,∑Ò,5576,2264,0,0,95,78,41,4,37,1096,3,402,0,782,0,110
98cbb8293d976f431d2c9619f36e7968,2,0,0,0,31,∑Ò,∑Ò,3,160,0,0,0,0,0,0,0,0,2,0,0,0,0,88
2e977e581f15f63c09f3bc2c0a34857c,16,0,0,0,87, «,∑Ò,2586,2867,0,0,0,762,933,0,0,141,42,3,0,80,0,345
39e47b12a21f0e8f5d10ad2166e5a364,0,0,0,343,158,∑Ò,∑Ò,1165,1773,0,0,45,1431,17,3,0,0,0,4,0,0,0,141
eb3fc4dca31fd10638606f239fc435f0,0,0,0,0,23,∑Ò,∑Ò,5,1,0,0,0,0,0,1,0,29,0,0,0,0,0,0
faa10fd8c1ef85c5526f7ff5758c7d35,0,0,0,0,8,∑Ò,∑Ò,3024,1569,0,0,0,133,0,0,0,3,2,0,0,12,0,52
